id,user_id,img_name,emotion_categorical,valence,arousal,dominance,timestamp
23,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/93ca5e37-2458-4787-b0fb-3e733e15591d.jpg,Fear,-3.0,3.0,-3.0,2024-12-29 07:04:12
24,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b5ef91f-540a-4a1a-9839-639a3f9abdd4.jpg,Fear,2.0,4.0,1.0,2024-12-29 07:04:42
25,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/28e47000-1de4-4f8f-bfbd-d9eacb8e3f5e.jpg,Disgust,-3.0,3.0,-1.0,2024-12-29 07:04:58
26,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/42416310-6ba1-42ae-8465-018ba40dd3cf.jpg,Fear,-1.0,2.0,-1.0,2024-12-29 07:05:43
27,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/750a9ac0-29eb-4bf7-ba20-8ae7fbdf61d7.jpg,Fear,-2.0,3.0,-3.0,2024-12-29 07:06:23
28,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c5dd193d-6355-499d-afbe-437467492eaa.jpg,Fear,-3.0,2.0,-2.0,2024-12-29 07:06:31
29,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2eef2f86-3d3f-4a79-bf3a-c9363ed823ec.jpg,Anger,-2.0,3.0,0.0,2024-12-29 07:07:41
30,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0204e90a-9dc4-4766-9cfd-fe2f6636f40f.jpg,Awe,3.0,3.0,2.0,2024-12-29 07:07:48
31,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4f86e82c-d7a0-4a1e-af84-278edf4bc5d0.jpg,Awe,0.0,0.0,1.0,2024-12-29 07:07:56
32,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e47e3b51-b45a-4bb2-bb72-bd65ff73011b.jpg,Fear,-2.0,4.0,-2.0,2024-12-29 07:08:01
33,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a998ec1b-8bc0-46e8-a1a2-c3af186bb958.jpg,Contentment,3.0,1.0,3.0,2024-12-29 07:08:10
34,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12453ac7-ac1c-4136-b7ef-03cbc6b97b58.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:09:23
35,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/009d2032-2c15-4a06-830c-57e6eece1fa8.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:10:38
36,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b794d758-cd9b-4780-b136-c48cf5e350de.jpg,Anger,-2.0,3.0,-2.0,2024-12-29 07:14:01
37,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a6fb6e77-5ff1-499f-a6c3-a23d98d40ca9.jpg,Sad,-2.0,2.0,-2.0,2024-12-29 07:14:10
38,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8accba02-cca0-4e23-9555-5ce79e68bd82.jpg,Fear,-2.0,3.0,-2.0,2024-12-29 07:14:20
39,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b4a4119-ddbf-4f5a-bb3e-eb81cb269edd.jpg,Fear,-3.0,4.0,-2.0,2024-12-29 07:14:25
40,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/34b3fe4b-e316-4569-ab32-24a93a75a0ce.jpg,Sad,-2.0,-2.0,0.0,2024-12-29 07:15:51
41,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/93ca5e37-2458-4787-b0fb-3e733e15591d.jpg,Fear,-3.0,3.0,-2.0,2024-12-29 07:16:04
42,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1c45add1-7666-40a0-8603-15be24fbc9f7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:17:13
43,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b5ef91f-540a-4a1a-9839-639a3f9abdd4.jpg,Fear,-2.0,3.0,2.0,2024-12-29 07:17:22
44,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f531abc7-3b51-4d2f-9e0d-29b03c3de0f7.jpg,Awe,3.0,2.0,0.0,2024-12-29 07:17:33
45,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/28e47000-1de4-4f8f-bfbd-d9eacb8e3f5e.jpg,Disgust,-3.0,3.0,0.0,2024-12-29 07:18:24
46,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/42416310-6ba1-42ae-8465-018ba40dd3cf.jpg,Disgust,-2.0,2.0,1.0,2024-12-29 07:18:35
47,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/46a469f2-83ed-410e-ad46-febd2119b32d.jpg,Disgust,-2.0,3.0,-2.0,2024-12-29 07:18:44
48,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/223edd45-e740-4490-8c99-3804bf2cfbdf.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:18:54
49,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/750a9ac0-29eb-4bf7-ba20-8ae7fbdf61d7.jpg,Fear,-2.0,3.0,-2.0,2024-12-29 07:19:11
50,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c5dd193d-6355-499d-afbe-437467492eaa.jpg,Fear,-2.0,2.0,-1.0,2024-12-29 07:19:16
51,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00691667-3238-4e95-bfff-9abbca96fddf.jpg,Amusement,3.0,4.0,1.0,2024-12-29 07:19:30
52,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2eef2f86-3d3f-4a79-bf3a-c9363ed823ec.jpg,Anger,-2.0,3.0,2.0,2024-12-29 07:19:42
53,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/adb509dd-ee62-4fc5-9004-7b7d86071446.jpg,Sad,3.0,1.0,-1.0,2024-12-29 07:19:43
54,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0204e90a-9dc4-4766-9cfd-fe2f6636f40f.jpg,Contentment,3.0,3.0,2.0,2024-12-29 07:19:51
55,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4f86e82c-d7a0-4a1e-af84-278edf4bc5d0.jpg,Sad,-2.0,0.0,0.0,2024-12-29 07:20:10
56,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e47e3b51-b45a-4bb2-bb72-bd65ff73011b.jpg,Amusement,3.0,4.0,1.0,2024-12-29 07:20:33
57,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a998ec1b-8bc0-46e8-a1a2-c3af186bb958.jpg,Sad,-2.0,1.0,2.0,2024-12-29 07:21:17
58,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/948befaf-2a67-41dd-bd98-164759059678.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:21:28
59,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b794d758-cd9b-4780-b136-c48cf5e350de.jpg,Fear,-2.0,1.0,-1.0,2024-12-29 07:21:45
60,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a6fb6e77-5ff1-499f-a6c3-a23d98d40ca9.jpg,Disgust,-2.0,2.0,-2.0,2024-12-29 07:21:56
61,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e07539c7-4eb7-4024-beae-8ee53bbf4774.jpg,Anger,-3.0,3.0,-4.0,2024-12-29 07:22:02
62,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8accba02-cca0-4e23-9555-5ce79e68bd82.jpg,Fear,-2.0,3.0,-1.0,2024-12-29 07:22:13
63,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b4a4119-ddbf-4f5a-bb3e-eb81cb269edd.jpg,Fear,-3.0,3.0,1.0,2024-12-29 07:23:05
64,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1c45add1-7666-40a0-8603-15be24fbc9f7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:23:16
65,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b0201cc-2fc4-4834-85b6-0310dc3f84c7.jpg,Contentment,3.0,2.0,0.0,2024-12-29 07:23:24
66,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f531abc7-3b51-4d2f-9e0d-29b03c3de0f7.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:23:34
67,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/46a469f2-83ed-410e-ad46-febd2119b32d.jpg,Disgust,-2.0,3.0,-1.0,2024-12-29 07:23:39
68,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/01f633b5-1b88-4af1-92bc-e4eb2cdf0c2a.jpeg,Fear,-2.0,2.0,0.0,2024-12-29 07:24:06
69,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e70f8e2f-ac06-4230-a2e0-5c9e2b24fac7.jpeg,Fear,-3.0,4.0,3.0,2024-12-29 07:24:32
70,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/223edd45-e740-4490-8c99-3804bf2cfbdf.jpg,Awe,0.0,-3.0,3.0,2024-12-29 07:24:48
71,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/401d6d4c-c11c-417d-8e1f-860ba372ead7.jpeg,Contentment,3.0,2.0,1.0,2024-12-29 07:24:50
72,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00691667-3238-4e95-bfff-9abbca96fddf.jpg,Excitement,3.0,4.0,2.0,2024-12-29 07:24:59
73,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6f77bb69-26de-4f6a-91e9-5930a538e7a9.jpeg,Disgust,-2.0,2.0,1.0,2024-12-29 07:25:06
74,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/adb509dd-ee62-4fc5-9004-7b7d86071446.jpg,Sad,-1.0,1.0,2.0,2024-12-29 07:25:11
75,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/948befaf-2a67-41dd-bd98-164759059678.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:25:15
76,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e07539c7-4eb7-4024-beae-8ee53bbf4774.jpg,Anger,-1.0,4.0,2.0,2024-12-29 07:25:50
77,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b0201cc-2fc4-4834-85b6-0310dc3f84c7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:26:03
78,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/be717a49-acca-489b-8f89-8afbd9945b4b.jpg,Sad,-1.0,-1.0,0.0,2024-12-29 07:26:21
79,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/be717a49-acca-489b-8f89-8afbd9945b4b.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:26:36
80,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8af50604-a674-4f70-8fe6-0d3378b2c4d0.jpg,Excitement,4.0,3.0,2.0,2024-12-29 07:26:39
81,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8af50604-a674-4f70-8fe6-0d3378b2c4d0.jpg,Contentment,4.0,3.0,2.0,2024-12-29 07:26:42
82,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/30b77b8f-dd5f-4735-a1f5-70ec4dd5318a.jpg,Amusement,3.0,4.0,3.0,2024-12-29 07:26:49
83,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/09722e97-6893-4f6b-8c13-e0000dd844ea.jpg,Awe,1.0,3.0,-1.0,2024-12-29 07:26:55
84,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/63f4ccd5-f3c6-4ba5-996d-a82d0d5e2100.jpg,Contentment,1.0,2.0,-1.0,2024-12-29 07:27:04
85,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/30b77b8f-dd5f-4735-a1f5-70ec4dd5318a.jpg,Sad,0.0,0.0,0.0,2024-12-29 07:27:14
86,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/09722e97-6893-4f6b-8c13-e0000dd844ea.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:27:21
87,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/63f4ccd5-f3c6-4ba5-996d-a82d0d5e2100.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:27:28
88,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/381b38ed-88e7-4c0a-aaff-328bf7aefb26.jpg,Awe,4.0,3.0,2.0,2024-12-29 07:27:52
89,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5e4cd966-27ee-45b5-a5c3-e2922d5d05ca.jpg,Sad,-1.0,1.0,2.0,2024-12-29 07:28:21
90,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/381b38ed-88e7-4c0a-aaff-328bf7aefb26.jpg,Awe,2.0,3.0,2.0,2024-12-29 07:28:41
91,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d7d6d467-0023-4ac4-b5cf-01a8124394ba.jpg,Fear,-3.0,3.0,-2.0,2024-12-29 07:28:45
92,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b05b2b0-6bd9-40c7-adce-c6a49dd29ee9.jpg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:28:50
93,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7bd37f26-b646-4aa2-9891-d1406ba84adb.jpg,Excitement,3.0,4.0,2.0,2024-12-29 07:29:00
94,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5e4cd966-27ee-45b5-a5c3-e2922d5d05ca.jpg,Awe,1.0,1.0,1.0,2024-12-29 07:29:02
95,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d7d6d467-0023-4ac4-b5cf-01a8124394ba.jpg,Fear,-3.0,3.0,-3.0,2024-12-29 07:29:09
96,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b05b2b0-6bd9-40c7-adce-c6a49dd29ee9.jpg,Disgust,-2.0,-1.0,-3.0,2024-12-29 07:29:15
97,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d81a6b31-3d12-472b-af24-2e1b02277d19.jpg,Excitement,3.0,4.0,-3.0,2024-12-29 07:29:34
98,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1a440797-f7a9-4736-84e8-4035fac831cf.jpg,Fear,-2.0,3.0,-3.0,2024-12-29 07:29:45
99,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/014c52ae-5675-42ab-8bbf-ab62ebf19123.jpg,Contentment,2.0,1.0,1.0,2024-12-29 07:29:50
100,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/55880393-4a11-4b1c-8f81-987c8334356d.jpeg,Sad,3.0,2.0,2.0,2024-12-29 07:30:01
101,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ffba1a7-fe32-48f9-9c39-6f404c34d92c.jpeg,Fear,-2.0,3.0,-1.0,2024-12-29 07:30:05
102,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b13f565d-e08f-4a02-826d-8d3fdd7c2454.jpg,Contentment,3.0,-3.0,3.0,2024-12-29 07:30:09
103,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7bd37f26-b646-4aa2-9891-d1406ba84adb.jpg,Excitement,3.0,4.0,2.0,2024-12-29 07:30:24
104,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1349c342-ec27-49aa-9a01-db72998182d5.jpg,Sad,-2.0,2.0,-1.0,2024-12-29 07:30:25
105,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0a8375c1-92ec-4f86-8962-561e07765236.jpg,Anger,-2.0,3.0,-1.0,2024-12-29 07:30:34
106,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ae1f9ae7-19ac-42e6-b484-b861bf1dfff8.jpg,Amusement,3.0,2.0,3.0,2024-12-29 07:30:43
107,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4374412c-361f-4870-8ef3-b9870b287237.jpeg,Fear,-2.0,3.0,1.0,2024-12-29 07:30:55
108,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5c0f45cc-1bd0-4b12-96d6-3c66b6cd013d.jpg,Disgust,-2.0,3.0,-1.0,2024-12-29 07:30:56
109,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d81a6b31-3d12-472b-af24-2e1b02277d19.jpg,Fear,3.0,4.0,-4.0,2024-12-29 07:31:11
110,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ba73e2e-f75a-4083-82e7-875898663f07.jpeg,Anger,-2.0,3.0,1.0,2024-12-29 07:31:20
111,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1a440797-f7a9-4736-84e8-4035fac831cf.jpg,Fear,-2.0,2.0,-3.0,2024-12-29 07:31:34
112,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e1c0c0ad-7be6-4ec1-8309-44addabd1c30.jpeg,Awe,2.0,3.0,1.0,2024-12-29 07:31:38
113,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/014c52ae-5675-42ab-8bbf-ab62ebf19123.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:31:38
114,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00219094-91ec-4155-ba01-43f8cfb6eaaa.jpg,Sad,-1.0,3.0,-2.0,2024-12-29 07:31:38
115,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b13f565d-e08f-4a02-826d-8d3fdd7c2454.jpg,Contentment,3.0,2.0,2.0,2024-12-29 07:31:40
116,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1349c342-ec27-49aa-9a01-db72998182d5.jpg,Sad,-2.0,2.0,-1.0,2024-12-29 07:31:46
117,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/48701387-7fd1-4e9e-950a-848881676ba0.jpg,Sad,-2.0,3.0,-1.0,2024-12-29 07:31:49
118,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:31:55
119,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9f1a2879-d530-457b-a299-9e3d7de52636.jpeg,Contentment,2.0,2.0,3.0,2024-12-29 07:31:59
120,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0a8375c1-92ec-4f86-8962-561e07765236.jpg,Anger,-2.0,3.0,-1.0,2024-12-29 07:32:03
121,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ae1f9ae7-19ac-42e6-b484-b861bf1dfff8.jpg,Amusement,2.0,1.0,1.0,2024-12-29 07:32:09
122,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4aaffad4-3ca6-4219-a94d-f23f4a2b433c.jpeg,Disgust,-3.0,3.0,-1.0,2024-12-29 07:32:14
123,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5c0f45cc-1bd0-4b12-96d6-3c66b6cd013d.jpg,Disgust,-2.0,1.0,-1.0,2024-12-29 07:32:16
124,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00219094-91ec-4155-ba01-43f8cfb6eaaa.jpg,Sad,-3.0,2.0,1.0,2024-12-29 07:32:21
125,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/02142a48-eba9-481b-9cae-9b6f58d7f8b8.jpg,Excitement,3.0,4.0,1.0,2024-12-29 07:32:40
126,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2a0f25e4-677e-43de-aee6-86fa73821fa0.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 07:32:40
127,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:32:53
128,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b75e48a2-e485-4966-8c1a-a7e4dbef3c56.png,Sad,-2.0,1.0,-1.0,2024-12-29 07:33:05
129,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6eebd91c-f48d-4b4b-b346-98d38fbf5151.jpg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:33:06
130,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7199dfae-ef8e-45c8-9fd8-bfcb4393b7b3.jpg,Fear,-2.0,4.0,-3.0,2024-12-29 07:33:33
131,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/84c56af8-acbb-4517-a887-c324149051f6.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:33:43
132,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f7659fdb-54b9-47b2-8266-84a0aab8f240.jpeg,Sad,-3.0,1.0,-1.0,2024-12-29 07:33:47
133,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/48701387-7fd1-4e9e-950a-848881676ba0.jpg,Anger,-3.0,3.0,-1.0,2024-12-29 07:33:52
134,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:33:55
135,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/3a41510b-6e29-422a-912e-d63c6a630cfa.jpeg,Contentment,3.0,2.0,3.0,2024-12-29 07:34:01
136,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/02142a48-eba9-481b-9cae-9b6f58d7f8b8.jpg,Excitement,-1.0,4.0,-3.0,2024-12-29 07:34:04
137,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f83b6980-28d9-4d58-8bf0-ff8170c2ed80.jpg,Sad,-1.0,3.0,2.0,2024-12-29 07:34:06
138,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a9531f04-971a-4c89-bed9-0aa2aba8dd0e.jpeg,Fear,-2.0,3.0,-2.0,2024-12-29 07:34:12
139,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/aae60b8a-95ad-4175-935e-f159f002f07d.jpg,Fear,-2.0,2.0,-1.0,2024-12-29 07:34:15
