id,user_id,image_path,emotion_categorical,valence,arousal,dominance,timestamp,Machine_Emotion_Categorical,Machine_Valence,Machine_Arousal,Machine_Dominance
15,1,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4aaffad4-3ca6-4219-a94d-f23f4a2b433c.jpeg,Fear,-3.0,3.0,-1.0,2024-12-29 03:49:49,Fear,-3,3,-1
16,1,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2a0f25e4-677e-43de-aee6-86fa73821fa0.jpeg,Contentment,3.0,2.0,1.0,2024-12-29 03:52:42,Contentment,3,2,1
17,1,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b75e48a2-e485-4966-8c1a-a7e4dbef3c56.png,Sad,-2.0,1.0,-1.0,2024-12-29 03:52:45,Sad,-2,1,-1
18,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f6865a31-2ef5-4fbc-907c-7737d651999e.jpeg,Contentment,3.0,1.0,2.0,2024-12-29 04:00:10,Contentment,3,1,2
19,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bc8d0c4e-e8eb-4f21-b94e-1d486ccbfa1d.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 04:06:37,Amusement,3,2,1
68,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/01f633b5-1b88-4af1-92bc-e4eb2cdf0c2a.jpeg,Fear,-2.0,2.0,0.0,2024-12-29 07:24:06,Anger,-2,3,-1
69,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e70f8e2f-ac06-4230-a2e0-5c9e2b24fac7.jpeg,Fear,-3.0,4.0,3.0,2024-12-29 07:24:32,Fear,-3,4,3
71,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/401d6d4c-c11c-417d-8e1f-860ba372ead7.jpeg,Contentment,3.0,2.0,1.0,2024-12-29 07:24:50,Excitement,3,2,1
73,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6f77bb69-26de-4f6a-91e9-5930a538e7a9.jpeg,Disgust,-2.0,2.0,1.0,2024-12-29 07:25:06,Disgust,-2,2,1
100,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/55880393-4a11-4b1c-8f81-987c8334356d.jpeg,Sad,3.0,2.0,2.0,2024-12-29 07:30:01,Awe,3,2,2
101,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ffba1a7-fe32-48f9-9c39-6f404c34d92c.jpeg,Fear,-2.0,3.0,-1.0,2024-12-29 07:30:05,Fear,-2,3,-1
107,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4374412c-361f-4870-8ef3-b9870b287237.jpeg,Fear,-2.0,3.0,1.0,2024-12-29 07:30:55,Fear,-2,3,1
110,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ba73e2e-f75a-4083-82e7-875898663f07.jpeg,Anger,-2.0,3.0,1.0,2024-12-29 07:31:20,Anger,-2,3,1
112,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e1c0c0ad-7be6-4ec1-8309-44addabd1c30.jpeg,Awe,2.0,3.0,1.0,2024-12-29 07:31:38,Awe,2,3,1
119,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9f1a2879-d530-457b-a299-9e3d7de52636.jpeg,Contentment,2.0,2.0,3.0,2024-12-29 07:31:59,Sad,-2,-1,-1
122,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4aaffad4-3ca6-4219-a94d-f23f4a2b433c.jpeg,Disgust,-3.0,3.0,-1.0,2024-12-29 07:32:14,Fear,-3,3,-1
126,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2a0f25e4-677e-43de-aee6-86fa73821fa0.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 07:32:40,Contentment,3,2,1
128,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b75e48a2-e485-4966-8c1a-a7e4dbef3c56.png,Sad,-2.0,1.0,-1.0,2024-12-29 07:33:05,Sad,-2,1,-1
132,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f7659fdb-54b9-47b2-8266-84a0aab8f240.jpeg,Sad,-3.0,1.0,-1.0,2024-12-29 07:33:47,Sad,-3,1,-1
135,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/3a41510b-6e29-422a-912e-d63c6a630cfa.jpeg,Contentment,3.0,2.0,3.0,2024-12-29 07:34:01,Awe,3,2,3
138,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a9531f04-971a-4c89-bed9-0aa2aba8dd0e.jpeg,Fear,-2.0,3.0,-2.0,2024-12-29 07:34:12,Fear,-2,3,-2
146,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/40461698-ef9d-4141-a64f-980fa5d92932.png,Contentment,2.0,1.0,1.0,2024-12-29 07:35:05,Contentment,2,1,1
152,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/05f95ebf-79c7-4482-8028-03c4d86aa200.jpeg,Awe,4.0,3.0,2.0,2024-12-29 07:35:33,Awe,4,3,2
159,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/3d9f71ed-2bba-4272-999e-f47fd3c11517.jpeg,Disgust,-2.0,-1.0,-1.0,2024-12-29 07:36:37,Disgust,-2,-1,-1
160,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ac29c6af-84c2-4ca6-8fb0-cc92526a960b.png,Amusement,3.0,2.0,2.0,2024-12-29 07:36:45,Amusement,3,2,1
161,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Fear,-2.0,-1.0,0.0,2024-12-29 07:37:03,Excitement,3,4,2
162,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/94775cdb-2aba-456a-9745-de592b78b88a.jpeg,Contentment,3.0,2.0,1.0,2024-12-29 07:37:12,Contentment,3,2,1
163,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7e356955-531d-4adb-b846-525487a168d4.jpeg,Contentment,2.0,2.0,3.0,2024-12-29 07:37:18,Awe,4,2,3
164,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7b30749f-fe09-4a04-882a-a140c7a85d13.jpeg,Awe,3.0,2.0,1.0,2024-12-29 07:37:29,Awe,3,2,1
166,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/639f8e1e-cc17-4d04-8484-2d3da62566e3.jpeg,Contentment,2.0,1.0,2.0,2024-12-29 07:37:44,Contentment,2,1,2
167,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e9fc5399-d624-4463-be48-7ca204b3a138.jpeg,Disgust,-2.0,2.0,1.0,2024-12-29 07:37:51,Awe,3,2,1
170,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a456af34-0477-4107-9a83-283ea9322a06.png,Excitement,3.0,3.0,2.0,2024-12-29 07:38:28,Excitement,3,3,2
171,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/edaa4205-80c3-4df1-9c18-ff7428aa308f.jpeg,Excitement,3.0,4.0,2.0,2024-12-29 07:38:31,Excitement,3,4,2
174,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a5afbc28-59dd-4038-b077-131804e4ad77.jpeg,Fear,-1.0,2.0,1.0,2024-12-29 07:38:37,Amusement,3,2,1
175,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/69113341-a395-4bea-a17a-9535c2b90946.jpeg,Excitement,4.0,3.0,3.0,2024-12-29 07:38:42,Amusement,4,3,2
179,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8c8f97ed-b204-4cf7-b4ab-7a38fcbdf132.jpeg,Disgust,-1.0,1.0,-2.0,2024-12-29 07:39:04,Awe,4,3,2
181,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bac650eb-a6d6-4fc0-a9bf-e30a5754d1d9.jpeg,Amusement,4.0,3.0,2.0,2024-12-29 07:39:13,Contentment,4,2,2
182,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d8b92eb3-12e1-4534-84ff-eef0c1b246ce.jpeg,Fear,-3.0,4.0,-2.0,2024-12-29 07:39:16,Fear,-3,4,-2
183,4,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f6865a31-2ef5-4fbc-907c-7737d651999e.jpeg,Awe,3.0,2.0,0.0,2024-12-29 07:39:16,Contentment,3,1,2
186,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/953bbab6-d873-48f3-b3eb-0dac244aef3b.jpeg,Awe,1.0,2.0,1.0,2024-12-29 07:39:27,Disgust,-2,2,1
188,4,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bc8d0c4e-e8eb-4f21-b94e-1d486ccbfa1d.jpeg,Amusement,3.0,3.0,3.0,2024-12-29 07:39:33,Amusement,3,2,1
190,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9de14adf-6b65-4b91-99fe-43d22116f1d2.jpeg,Sad,-2.0,3.0,1.0,2024-12-29 07:39:38,Excitement,2,3,1
192,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5bd60393-bbf8-4c0b-988b-0f0215104c69.jpeg,Contentment,3.0,2.0,1.0,2024-12-29 07:39:55,Excitement,3,2,1
196,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/925413f0-c002-42ab-95b7-b18cdd2f0d25.jpeg,Fear,-3.0,3.0,2.0,2024-12-29 07:40:06,Fear,-3,3,2
199,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d0da9ae9-8694-4ef0-ba11-82bb1a0161a1.jpeg,Amusement,3.0,1.0,2.0,2024-12-29 07:40:13,Contentment,3,1,2
201,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c3fd3995-5cdc-4e60-8fef-b5678b62b193.jpeg,Contentment,3.0,1.0,2.0,2024-12-29 07:40:23,Contentment,3,1,2
209,4,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/01f633b5-1b88-4af1-92bc-e4eb2cdf0c2a.jpeg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:41:00,Anger,-2,3,-1
273,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b78c739c-9c2d-48e7-9806-8cea0cbcbed2.jpeg,Contentment,2.0,1.0,0.0,2024-12-29 07:46:31,Sad,-2,1,-1
279,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7c6ab4dd-d232-4d9b-aca2-83b07cfa2bf2.jpeg,Awe,-1.0,2.0,1.0,2024-12-29 07:46:49,Anger,-1,2,-1
285,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8373e8f6-2636-4d1c-9b08-3aec053a70bf.jpeg,Fear,3.0,2.0,1.0,2024-12-29 07:47:10,Amusement,3,2,1
289,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9e89795c-978c-43f6-ae62-3db425182508.jpeg,Fear,-2.0,2.0,-1.0,2024-12-29 07:47:24,Disgust,-2,2,-1
290,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0a7f4aff-1016-4518-bdbb-dac01194d4c0.jpeg,Sad,-2.0,-1.0,-1.0,2024-12-29 07:47:32,Sad,-2,-1,-1
294,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8c272830-4c39-47a6-a34b-271b641d9c1d.jpeg,Anger,-3.0,3.0,1.0,2024-12-29 07:47:47,Anger,-3,3,1
295,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ff12ab2-f9a1-455a-a92c-037a3ce0d243.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 07:47:51,Amusement,3,2,1
298,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4d1d65a3-6e4e-430c-927d-184e7277076d.jpeg,Excitement,3.0,3.0,2.0,2024-12-29 07:47:59,Excitement,3,3,2
300,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8a52c401-f4c6-45f8-818c-9f96730b53b7.jpeg,Contentment,3.0,1.0,2.0,2024-12-29 07:48:16,Contentment,3,1,2
302,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a8500572-bdbf-4729-a3d3-1a069b8c7a6f.jpeg,Anger,-2.0,2.0,-1.0,2024-12-29 07:48:25,Disgust,-2,2,-1
303,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8a002f95-3131-4961-acd8-bf8b4b022493.png,Fear,-2.0,3.0,-1.0,2024-12-29 07:48:28,Fear,-2,3,-1
308,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7542b100-660c-4118-a02f-c44fc501e852.jpeg,Awe,3.0,2.0,2.0,2024-12-29 07:48:38,Amusement,3,2,2
312,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/48176cff-1a6f-467b-9d76-4ac9ae0bbf42.jpeg,Awe,1.0,0.0,1.0,2024-12-29 07:48:57,Excitement,4,4,3
313,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1caea180-7924-43e5-848d-3d0fb1aff1f4.png,Disgust,-2.0,3.0,1.0,2024-12-29 07:49:00,Disgust,-2,3,1
317,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a4881226-ee77-44c5-8901-b25bcbc62359.jpeg,Awe,3.0,2.0,1.0,2024-12-29 07:49:14,Awe,3,2,1
318,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9ac46e08-0140-45f4-96a7-ddc14e5a923c.jpeg,Excitement,3.0,4.0,2.0,2024-12-29 07:49:17,Excitement,3,4,2
319,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0f20b7b5-563e-46ab-9002-b2b945b29ba2.png,Contentment,3.0,1.0,2.0,2024-12-29 07:49:19,Contentment,3,1,2
332,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ff1d69f1-d3ff-475e-81c3-032996def5f9.jpeg,Awe,0.0,3.0,-1.0,2024-12-29 07:50:19,Fear,-2,3,-1
336,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/fa50132a-d869-4e21-ac50-409d4ffa3b5a.jpeg,Contentment,3.0,2.0,2.0,2024-12-29 07:50:32,Contentment,3,2,2
337,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/07d79c86-651c-4089-b825-d8ca0dbca9d5.png,Fear,-2.0,3.0,-1.0,2024-12-29 07:50:35,Fear,-2,3,-1
338,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/66f3c1c9-ec09-4230-b818-7625badc4b5e.png,Contentment,3.0,1.0,2.0,2024-12-29 07:50:37,Contentment,3,1,2
341,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/102b9c64-856c-4b88-92e6-271d35ce4eeb.jpeg,Anger,-2.0,3.0,2.0,2024-12-29 07:50:45,Anger,-2,3,2
353,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c28f1632-8726-4713-a00b-57a69f5f036c.jpeg,Amusement,2.0,1.0,1.0,2024-12-29 07:51:52,Amusement,2,1,1
354,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7c1247ff-ae9e-4575-97dc-698f7246b82a.jpeg,Excitement,-2.0,4.0,3.0,2024-12-29 07:51:56,Anger,-2,4,3
357,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7264a13d-f7cf-42fd-a3a6-9884770f9861.jpeg,Disgust,-2.0,3.0,-1.0,2024-12-29 07:52:03,Disgust,-2,3,-1
376,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/60d5d4d1-74f1-485b-8662-7881766d56da.jpeg,Anger,-2.0,2.0,1.0,2024-12-29 07:54:11,Anger,-2,2,1
380,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/282759a4-72b8-46bc-9fe3-c2dc4416f022.jpeg,Sad,-1.0,2.0,0.0,2024-12-29 07:54:23,Sad,-1,2,0
391,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/db3c4821-bd72-4c9f-9133-44d2611e5149.jpeg,Contentment,3.0,1.0,2.0,2024-12-29 07:55:15,Contentment,3,1,2
394,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ada913ac-2ab5-4c50-9778-1eb671ef0e83.jpeg,Excitement,3.0,2.0,1.0,2024-12-29 07:55:26,Excitement,3,2,1
396,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f18bd8a5-7362-4798-bdf3-f8415cd3a9a9.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 07:55:35,Awe,3,2,1
398,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/02ba1643-4a39-4764-bd30-9f3e1c73aeff.png,Excitement,3.0,4.0,2.0,2024-12-29 07:55:37,Excitement,3,4,2
399,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8a3c492a-eecc-41e0-a7f9-1f7493d75c13.jpeg,Fear,-3.0,3.0,-1.0,2024-12-29 07:55:40,Fear,-3,3,-1
400,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b85789a3-3939-4757-9680-bd88c26d0f45.jpeg,Anger,-2.0,3.0,2.0,2024-12-29 07:55:43,Anger,-2,3,2
402,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/294df22f-150b-4896-8fca-aef279eaae6b.jpeg,Disgust,-3.0,2.0,-1.0,2024-12-29 07:55:47,Disgust,-3,2,-1
406,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e368b3ae-6d4e-4a96-ad48-576717ec1e3f.jpeg,Amusement,-2.0,2.0,0.0,2024-12-29 07:55:52,Disgust,-2,2,0
407,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/227396ed-76d0-4201-ae9c-3bfc5ac28459.png,Anger,-2.0,3.0,2.0,2024-12-29 07:55:55,Anger,-2,3,2
409,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/cf97633b-b99e-45d1-bf80-6e0f285ef459.png,Excitement,4.0,3.0,2.0,2024-12-29 07:55:58,Excitement,4,3,2
414,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/59a06eb7-25d6-48cf-8b8e-6ab7ccb31e70.png,Anger,0.0,1.0,2.0,2024-12-29 07:56:14,Disgust,-2,1,2
416,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f39bdf8b-1d8d-487d-8a52-554ea69fe541.png,Disgust,-2.0,3.0,1.0,2024-12-29 07:56:17,Disgust,-2,3,1
434,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6e57904b-e684-4cb8-8bb4-4d1f2e795e28.jpeg,Amusement,3.0,4.0,2.0,2024-12-29 07:57:22,Amusement,3,4,2
436,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/58ea718a-884e-4e68-83c3-a4426ac686ce.png,Contentment,3.0,2.0,1.0,2024-12-29 07:57:25,Contentment,3,2,1
439,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/156e1120-00b3-48cd-97ac-85ec0d472089.jpeg,Anger,-3.0,3.0,2.0,2024-12-29 07:57:32,Anger,-3,3,2
440,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c11cf6fd-dd24-41f6-bb57-401c86e6a7c8.jpeg,Sad,-3.0,-2.0,-2.0,2024-12-29 07:57:35,Sad,-3,-2,-2
442,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6fab2079-c5e6-4a10-b3c9-78d4be0b3060.jpeg,Sad,-2.0,1.0,0.0,2024-12-29 07:57:37,Sad,-2,1,0
444,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c1c9c516-83b6-4617-a048-0af9cc936b4f.jpeg,Contentment,3.0,1.0,2.0,2024-12-29 07:57:39,Contentment,3,1,2
446,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4e341689-c826-4492-9ec7-5b2975469644.jpeg,Excitement,2.0,4.0,-1.0,2024-12-29 07:57:46,Fear,-2,4,-1
449,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6e74e503-240b-4086-8c51-74fcb5b5145d.jpeg,Fear,-1.0,3.0,1.0,2024-12-29 07:57:56,Anger,-2,3,1
450,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/05c46a4d-cfe0-4e1d-b0a5-a6087a23b92d.jpeg,Fear,-3.0,2.0,-2.0,2024-12-29 07:58:01,Sad,-3,2,-2
451,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bd3b6ed9-8842-4e90-96a8-905944019930.jpeg,Anger,-1.0,3.0,1.0,2024-12-29 07:58:05,Awe,2,3,1
453,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/311c6e76-3063-4b53-acdc-045f9e4be0c8.jpeg,Amusement,3.0,2.0,1.0,2024-12-29 07:58:08,Amusement,3,2,1
459,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/9efc8d35-6c9e-43fa-b6d4-792e23985a0e.jpeg,Excitement,3.0,2.0,1.0,2024-12-29 07:58:30,Excitement,3,2,1
460,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/21bf2393-4b85-4b6c-bb55-7cf44c33dd6d.png,Disgust,-2.0,3.0,-1.0,2024-12-29 07:58:33,Disgust,-2,3,-1
462,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/237cc490-a6b1-409b-9b2d-2f6f8daf2369.png,Anger,-3.0,3.0,-1.0,2024-12-29 07:58:40,Anger,-3,3,-1
465,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b8153d77-8152-46d8-aba3-613e2baf7f6d.jpeg,Amusement,2.0,3.0,1.0,2024-12-29 07:58:47,Amusement,2,3,1
467,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2ec0edb0-0d74-401b-bbcd-f0b23b3fcc45.jpeg,Amusement,2.0,1.0,2.0,2024-12-29 07:58:57,Sad,-2,1,0
469,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a3a6a2a7-a078-4efe-9759-d685b21adfeb.jpeg,Fear,-2.0,3.0,1.0,2024-12-29 07:58:59,Fear,-2,3,1
471,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f75c8958-9786-4fda-9e2f-0e99a030783d.png,Amusement,3.0,4.0,2.0,2024-12-29 07:59:04,Amusement,3,4,2
477,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/27996a71-3e97-47ad-98f9-ac7599291e04.jpeg,Awe,1.0,1.0,2.0,2024-12-29 07:59:20,Anger,-2,3,2
478,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4082e9c9-5c0f-4936-8c7a-2fbc48b63f1e.jpeg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:59:22,Disgust,-2,2,-1
480,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7e3de7bc-e137-429c-ae43-61dd8132d833.jpeg,Amusement,4.0,2.0,2.0,2024-12-29 07:59:25,Amusement,4,2,2
482,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c6ee97a4-c8b4-429c-850e-8740ceb73e4c.jpeg,Anger,-2.0,3.0,2.0,2024-12-29 07:59:28,Anger,-2,3,2
484,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/181aaa59-0a3c-462a-b3a5-a20463227065.jpeg,Contentment,3.0,4.0,2.0,2024-12-29 07:59:32,Excitement,3,4,2
486,2,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a289e397-6aee-43a7-a5e0-945792575a2b.png,Amusement,3.0,3.0,2.0,2024-12-29 07:59:36,Excitement,3,3,2
