id,user_id,image_path,emotion_categorical,valence,arousal,dominance,timestamp,Machine_Emotion_Categorical,Machine_Valence,Machine_Arousal,Machine_Dominance
31,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4f86e82c-d7a0-4a1e-af84-278edf4bc5d0.jpg,Awe,0.0,0.0,1.0,2024-12-29 07:07:56,Sad,-2,1,-1
32,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e47e3b51-b45a-4bb2-bb72-bd65ff73011b.jpg,Fear,-2.0,4.0,-2.0,2024-12-29 07:08:01,Fear,-2,4,-1
33,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a998ec1b-8bc0-46e8-a1a2-c3af186bb958.jpg,Contentment,3.0,1.0,3.0,2024-12-29 07:08:10,Contentment,3,1,2
34,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12453ac7-ac1c-4136-b7ef-03cbc6b97b58.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:09:23,Contentment,2,1,2
35,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/009d2032-2c15-4a06-830c-57e6eece1fa8.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:10:38,Amusement,3,2,1
36,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b794d758-cd9b-4780-b136-c48cf5e350de.jpg,Anger,-2.0,3.0,-2.0,2024-12-29 07:14:01,Sad,-2,1,-1
37,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a6fb6e77-5ff1-499f-a6c3-a23d98d40ca9.jpg,Sad,-2.0,2.0,-2.0,2024-12-29 07:14:10,Sad,-2,1,-1
38,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8accba02-cca0-4e23-9555-5ce79e68bd82.jpg,Fear,-2.0,3.0,-2.0,2024-12-29 07:14:20,Awe,2,3,1
39,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b4a4119-ddbf-4f5a-bb3e-eb81cb269edd.jpg,Fear,-3.0,4.0,-2.0,2024-12-29 07:14:25,Fear,-3,3,1
40,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/34b3fe4b-e316-4569-ab32-24a93a75a0ce.jpg,Sad,-2.0,-2.0,0.0,2024-12-29 07:15:51,Anger,-2,3,1
41,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/93ca5e37-2458-4787-b0fb-3e733e15591d.jpg,Fear,-3.0,3.0,-2.0,2024-12-29 07:16:04,Fear,-3,3,-2
42,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1c45add1-7666-40a0-8603-15be24fbc9f7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:17:13,Contentment,3,2,1
44,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f531abc7-3b51-4d2f-9e0d-29b03c3de0f7.jpg,Awe,3.0,2.0,0.0,2024-12-29 07:17:33,Awe,3,2,1
45,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/28e47000-1de4-4f8f-bfbd-d9eacb8e3f5e.jpg,Disgust,-3.0,3.0,0.0,2024-12-29 07:18:24,Disgust,-3,3,1
46,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/42416310-6ba1-42ae-8465-018ba40dd3cf.jpg,Disgust,-2.0,2.0,1.0,2024-12-29 07:18:35,Awe,3,2,1
47,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/46a469f2-83ed-410e-ad46-febd2119b32d.jpg,Disgust,-2.0,3.0,-2.0,2024-12-29 07:18:44,Disgust,-2,3,-1
48,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/223edd45-e740-4490-8c99-3804bf2cfbdf.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:18:54,Amusement,4,3,2
49,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/750a9ac0-29eb-4bf7-ba20-8ae7fbdf61d7.jpg,Fear,-2.0,3.0,-2.0,2024-12-29 07:19:11,Fear,-2,3,-1
50,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/c5dd193d-6355-499d-afbe-437467492eaa.jpg,Fear,-2.0,2.0,-1.0,2024-12-29 07:19:16,Fear,-2,2,-1
52,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2eef2f86-3d3f-4a79-bf3a-c9363ed823ec.jpg,Anger,-2.0,3.0,2.0,2024-12-29 07:19:42,Anger,-2,3,2
53,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/adb509dd-ee62-4fc5-9004-7b7d86071446.jpg,Sad,3.0,1.0,-1.0,2024-12-29 07:19:43,Contentment,3,1,2
54,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0204e90a-9dc4-4766-9cfd-fe2f6636f40f.jpg,Contentment,3.0,3.0,2.0,2024-12-29 07:19:51,Awe,3,3,2
55,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4f86e82c-d7a0-4a1e-af84-278edf4bc5d0.jpg,Sad,-2.0,0.0,0.0,2024-12-29 07:20:10,Sad,-2,1,-1
56,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e47e3b51-b45a-4bb2-bb72-bd65ff73011b.jpg,Amusement,3.0,4.0,1.0,2024-12-29 07:20:33,Fear,-2,4,-1
57,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a998ec1b-8bc0-46e8-a1a2-c3af186bb958.jpg,Sad,-2.0,1.0,2.0,2024-12-29 07:21:17,Contentment,3,1,2
58,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/948befaf-2a67-41dd-bd98-164759059678.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:21:28,Awe,3,2,1
59,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b794d758-cd9b-4780-b136-c48cf5e350de.jpg,Fear,-2.0,1.0,-1.0,2024-12-29 07:21:45,Sad,-2,1,-1
60,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a6fb6e77-5ff1-499f-a6c3-a23d98d40ca9.jpg,Disgust,-2.0,2.0,-2.0,2024-12-29 07:21:56,Sad,-2,1,-1
61,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e07539c7-4eb7-4024-beae-8ee53bbf4774.jpg,Anger,-3.0,3.0,-4.0,2024-12-29 07:22:02,Awe,3,4,2
62,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8accba02-cca0-4e23-9555-5ce79e68bd82.jpg,Fear,-2.0,3.0,-1.0,2024-12-29 07:22:13,Awe,2,3,1
63,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b4a4119-ddbf-4f5a-bb3e-eb81cb269edd.jpg,Fear,-3.0,3.0,1.0,2024-12-29 07:23:05,Fear,-3,3,1
64,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1c45add1-7666-40a0-8603-15be24fbc9f7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:23:16,Contentment,3,2,1
65,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b0201cc-2fc4-4834-85b6-0310dc3f84c7.jpg,Contentment,3.0,2.0,0.0,2024-12-29 07:23:24,Contentment,3,2,1
66,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/f531abc7-3b51-4d2f-9e0d-29b03c3de0f7.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:23:34,Awe,3,2,1
67,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/46a469f2-83ed-410e-ad46-febd2119b32d.jpg,Disgust,-2.0,3.0,-1.0,2024-12-29 07:23:39,Disgust,-2,3,-1
70,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/223edd45-e740-4490-8c99-3804bf2cfbdf.jpg,Awe,0.0,-3.0,3.0,2024-12-29 07:24:48,Amusement,4,3,2
74,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/adb509dd-ee62-4fc5-9004-7b7d86071446.jpg,Sad,-1.0,1.0,2.0,2024-12-29 07:25:11,Contentment,3,1,2
75,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/948befaf-2a67-41dd-bd98-164759059678.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:25:15,Awe,3,2,1
76,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/e07539c7-4eb7-4024-beae-8ee53bbf4774.jpg,Anger,-1.0,4.0,2.0,2024-12-29 07:25:50,Awe,3,4,2
77,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b0201cc-2fc4-4834-85b6-0310dc3f84c7.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:26:03,Contentment,3,2,1
78,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/be717a49-acca-489b-8f89-8afbd9945b4b.jpg,Sad,-1.0,-1.0,0.0,2024-12-29 07:26:21,Awe,3,2,1
79,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/be717a49-acca-489b-8f89-8afbd9945b4b.jpg,Awe,3.0,2.0,1.0,2024-12-29 07:26:36,Awe,3,2,1
83,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/09722e97-6893-4f6b-8c13-e0000dd844ea.jpg,Awe,1.0,3.0,-1.0,2024-12-29 07:26:55,Amusement,2,3,1
84,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/63f4ccd5-f3c6-4ba5-996d-a82d0d5e2100.jpg,Contentment,1.0,2.0,-1.0,2024-12-29 07:27:04,Amusement,3,2,1
86,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/09722e97-6893-4f6b-8c13-e0000dd844ea.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:27:21,Amusement,2,3,1
87,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/63f4ccd5-f3c6-4ba5-996d-a82d0d5e2100.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:27:28,Amusement,3,2,1
88,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/381b38ed-88e7-4c0a-aaff-328bf7aefb26.jpg,Awe,4.0,3.0,2.0,2024-12-29 07:27:52,Awe,4,3,2
89,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5e4cd966-27ee-45b5-a5c3-e2922d5d05ca.jpg,Sad,-1.0,1.0,2.0,2024-12-29 07:28:21,Contentment,2,1,2
90,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/381b38ed-88e7-4c0a-aaff-328bf7aefb26.jpg,Awe,2.0,3.0,2.0,2024-12-29 07:28:41,Awe,4,3,2
91,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d7d6d467-0023-4ac4-b5cf-01a8124394ba.jpg,Fear,-3.0,3.0,-2.0,2024-12-29 07:28:45,Fear,-3,3,-2
92,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b05b2b0-6bd9-40c7-adce-c6a49dd29ee9.jpg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:28:50,Disgust,-2,2,-1
94,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5e4cd966-27ee-45b5-a5c3-e2922d5d05ca.jpg,Awe,1.0,1.0,1.0,2024-12-29 07:29:02,Contentment,2,1,2
95,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/d7d6d467-0023-4ac4-b5cf-01a8124394ba.jpg,Fear,-3.0,3.0,-3.0,2024-12-29 07:29:09,Fear,-3,3,-2
96,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/2b05b2b0-6bd9-40c7-adce-c6a49dd29ee9.jpg,Disgust,-2.0,-1.0,-3.0,2024-12-29 07:29:15,Disgust,-2,2,-1
98,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1a440797-f7a9-4736-84e8-4035fac831cf.jpg,Fear,-2.0,3.0,-3.0,2024-12-29 07:29:45,Fear,-2,3,-1
99,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/014c52ae-5675-42ab-8bbf-ab62ebf19123.jpg,Contentment,2.0,1.0,1.0,2024-12-29 07:29:50,Contentment,2,1,1
102,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b13f565d-e08f-4a02-826d-8d3fdd7c2454.jpg,Contentment,3.0,-3.0,3.0,2024-12-29 07:30:09,Contentment,3,2,2
104,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1349c342-ec27-49aa-9a01-db72998182d5.jpg,Sad,-2.0,2.0,-1.0,2024-12-29 07:30:25,Sad,-2,2,-1
105,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0a8375c1-92ec-4f86-8962-561e07765236.jpg,Anger,-2.0,3.0,-1.0,2024-12-29 07:30:34,Anger,-2,3,1
106,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ae1f9ae7-19ac-42e6-b484-b861bf1dfff8.jpg,Amusement,3.0,2.0,3.0,2024-12-29 07:30:43,Amusement,3,2,1
108,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5c0f45cc-1bd0-4b12-96d6-3c66b6cd013d.jpg,Disgust,-2.0,3.0,-1.0,2024-12-29 07:30:56,Disgust,-2,3,1
111,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1a440797-f7a9-4736-84e8-4035fac831cf.jpg,Fear,-2.0,2.0,-3.0,2024-12-29 07:31:34,Fear,-2,3,-1
113,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/014c52ae-5675-42ab-8bbf-ab62ebf19123.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:31:38,Contentment,2,1,1
114,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00219094-91ec-4155-ba01-43f8cfb6eaaa.jpg,Sad,-1.0,3.0,-2.0,2024-12-29 07:31:38,Sad,-3,1,-1
115,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b13f565d-e08f-4a02-826d-8d3fdd7c2454.jpg,Contentment,3.0,2.0,2.0,2024-12-29 07:31:40,Contentment,3,2,2
116,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1349c342-ec27-49aa-9a01-db72998182d5.jpg,Sad,-2.0,2.0,-1.0,2024-12-29 07:31:46,Sad,-2,2,-1
117,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/48701387-7fd1-4e9e-950a-848881676ba0.jpg,Sad,-2.0,3.0,-1.0,2024-12-29 07:31:49,Anger,-3,3,-1
118,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:31:55,Amusement,2,3,1
120,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0a8375c1-92ec-4f86-8962-561e07765236.jpg,Anger,-2.0,3.0,-1.0,2024-12-29 07:32:03,Anger,-2,3,1
121,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ae1f9ae7-19ac-42e6-b484-b861bf1dfff8.jpg,Amusement,2.0,1.0,1.0,2024-12-29 07:32:09,Amusement,3,2,1
123,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/5c0f45cc-1bd0-4b12-96d6-3c66b6cd013d.jpg,Disgust,-2.0,1.0,-1.0,2024-12-29 07:32:16,Disgust,-2,3,1
124,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/00219094-91ec-4155-ba01-43f8cfb6eaaa.jpg,Sad,-3.0,2.0,1.0,2024-12-29 07:32:21,Sad,-3,1,-1
127,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Sad,-1.0,1.0,1.0,2024-12-29 07:32:53,Contentment,2,1,1
129,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6eebd91c-f48d-4b4b-b346-98d38fbf5151.jpg,Disgust,-2.0,2.0,-1.0,2024-12-29 07:33:06,Disgust,-2,2,-1
130,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7199dfae-ef8e-45c8-9fd8-bfcb4393b7b3.jpg,Fear,-2.0,4.0,-3.0,2024-12-29 07:33:33,Fear,-2,4,-1
131,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/84c56af8-acbb-4517-a887-c324149051f6.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:33:43,Amusement,3,2,1
133,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/48701387-7fd1-4e9e-950a-848881676ba0.jpg,Anger,-3.0,3.0,-1.0,2024-12-29 07:33:52,Anger,-3,3,-1
134,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Amusement,2.0,3.0,1.0,2024-12-29 07:33:55,Amusement,2,3,1
139,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/aae60b8a-95ad-4175-935e-f159f002f07d.jpg,Fear,-2.0,2.0,-1.0,2024-12-29 07:34:15,Disgust,-2,2,-1
140,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/111b6a86-5580-40b6-927b-60b893ea6b87.jpg,Excitement,3.0,4.0,2.0,2024-12-29 07:34:23,Awe,3,4,2
142,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/220775c6-45a4-437b-bb20-8e0bbc7e9d33.jpg,Contentment,3.0,2.0,2.0,2024-12-29 07:34:31,Contentment,3,2,2
143,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ab4c3ae8-f2c2-4e9c-a85b-877db6425edd.jpg,Fear,-3.0,3.0,-1.0,2024-12-29 07:34:37,Fear,-3,3,-1
144,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Awe,2.0,1.0,1.0,2024-12-29 07:34:52,Contentment,2,1,1
145,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6eebd91c-f48d-4b4b-b346-98d38fbf5151.jpg,Disgust,-2.0,-2.0,-2.0,2024-12-29 07:35:01,Disgust,-2,2,-1
147,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/7199dfae-ef8e-45c8-9fd8-bfcb4393b7b3.jpg,Fear,-2.0,4.0,-4.0,2024-12-29 07:35:05,Fear,-2,4,-1
148,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8bd4db7b-863c-4083-a5e8-28c916c1a1b3.jpg,Anger,-1.0,-3.0,3.0,2024-12-29 07:35:11,Contentment,2,1,3
149,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/84c56af8-acbb-4517-a887-c324149051f6.jpg,Anger,1.0,1.0,-1.0,2024-12-29 07:35:17,Amusement,3,2,1
150,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/67262dfe-aeed-4c54-913e-12886be2e79a.jpg,Fear,-2.0,3.0,-3.0,2024-12-29 07:35:22,Fear,-1,3,-2
153,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/aae60b8a-95ad-4175-935e-f159f002f07d.jpg,Disgust,-2.0,-3.0,-1.0,2024-12-29 07:35:35,Disgust,-2,2,-1
154,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6d4022ea-454e-432b-9d20-5491cd0f0360.jpg,Awe,0.0,-3.0,3.0,2024-12-29 07:35:37,Contentment,3,2,1
155,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/111b6a86-5580-40b6-927b-60b893ea6b87.jpg,Awe,3.0,4.0,1.0,2024-12-29 07:35:41,Awe,3,4,2
156,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ccea987d-163c-4f27-9457-3d1f99f501ee.jpg,Anger,-3.0,1.0,1.0,2024-12-29 07:35:50,Anger,-2,2,-1
158,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/01ca3e52-c295-4723-84fb-2192627eb6cd.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:35:54,Amusement,3,2,1
165,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/220775c6-45a4-437b-bb20-8e0bbc7e9d33.jpg,Contentment,3.0,2.0,3.0,2024-12-29 07:37:44,Contentment,3,2,2
168,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ab4c3ae8-f2c2-4e9c-a85b-877db6425edd.jpg,Fear,-3.0,-1.0,-1.0,2024-12-29 07:37:58,Fear,-3,3,-1
169,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/8bd4db7b-863c-4083-a5e8-28c916c1a1b3.jpg,Anger,-1.0,1.0,-1.0,2024-12-29 07:38:15,Contentment,2,1,3
172,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/67262dfe-aeed-4c54-913e-12886be2e79a.jpg,Awe,-1.0,3.0,-2.0,2024-12-29 07:38:34,Fear,-1,3,-2
173,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/6d4022ea-454e-432b-9d20-5491cd0f0360.jpg,Contentment,3.0,2.0,1.0,2024-12-29 07:38:36,Contentment,3,2,1
176,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/ccea987d-163c-4f27-9457-3d1f99f501ee.jpg,Sad,-2.0,2.0,-1.0,2024-12-29 07:38:52,Anger,-2,2,-1
177,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/01ca3e52-c295-4723-84fb-2192627eb6cd.jpg,Amusement,3.0,2.0,1.0,2024-12-29 07:38:54,Amusement,3,2,1
178,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b08b79fb-f406-4551-ac27-265b56670854.jpg,Anger,-2.0,4.0,-2.0,2024-12-29 07:38:59,Anger,-2,4,3
180,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/32a5eab0-0967-4772-9bae-76cb59236b53.jpg,Fear,-3.0,3.0,-3.0,2024-12-29 07:39:07,Disgust,-3,3,-2
184,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4482b89f-5f5e-4519-b42c-39305955918f.jpg,Anger,-3.0,3.0,-1.0,2024-12-29 07:39:20,Anger,-2,3,-1
185,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/64d7864a-06bb-40fc-8eca-14c222668ab0.jpg,Sad,-2.0,2.0,-2.0,2024-12-29 07:39:26,Sad,-2,1,-1
187,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bf686f3c-cc1f-4a44-ba9f-aab9e1e4c113.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:39:30,Contentment,2,1,2
191,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/b08b79fb-f406-4551-ac27-265b56670854.jpg,Fear,-2.0,4.0,-2.0,2024-12-29 07:39:53,Anger,-2,4,3
193,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a060af16-9aec-4041-8f1d-3b165b9ff82b.jpg,Awe,0.0,1.0,3.0,2024-12-29 07:39:57,Awe,3,3,3
194,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/32a5eab0-0967-4772-9bae-76cb59236b53.jpg,Disgust,-3.0,3.0,-4.0,2024-12-29 07:40:00,Disgust,-3,3,-2
195,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/4482b89f-5f5e-4519-b42c-39305955918f.jpg,Anger,-1.0,3.0,-2.0,2024-12-29 07:40:05,Anger,-2,3,-1
198,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/64d7864a-06bb-40fc-8eca-14c222668ab0.jpg,Sad,-2.0,0.0,-1.0,2024-12-29 07:40:09,Sad,-2,1,-1
200,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/a17f1c0e-780c-4407-9675-11cff079d326.jpg,Fear,-2.0,2.0,-1.0,2024-12-29 07:40:14,Fear,-2,2,-1
202,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/11620b85-571d-4544-94f8-862ab17efb5e.jpg,Anger,-2.0,3.0,2.0,2024-12-29 07:40:23,Anger,-2,3,2
203,18,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bf686f3c-cc1f-4a44-ba9f-aab9e1e4c113.jpg,Contentment,2.0,1.0,2.0,2024-12-29 07:40:25,Contentment,2,1,2
204,19,/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/bd4a232a-ed9e-46cc-8fd3-93f12b932fcb.jpg,Disgust,-2.0,1.0,-1.0,2024-12-29 07:40:26,Disgust,-2,1,-1
