img_name,emotion_categorical,count,percentage
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b5ef91f-540a-4a1a-9839-639a3f9abdd4.jpg,Fear,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b5ef91f-540a-4a1a-9839-639a3f9abdd4.jpg,Sad,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b714958-cd13-4fe5-8494-cd12fe6f7fe4.jpg,Contentment,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b714958-cd13-4fe5-8494-cd12fe6f7fe4.jpg,Sad,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b90aa09-8a9b-445d-91be-e6340b3d8823.jpeg,Excitement,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0b90aa09-8a9b-445d-91be-e6340b3d8823.jpeg,Fear,6,0.6666666666666666
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c421014-7d1b-49d3-8892-f1fa151e6e6d.jpeg,Disgust,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c5ace92-828b-447c-a505-2eae619b1d5f.jpg,Amusement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c5ace92-828b-447c-a505-2eae619b1d5f.jpg,Contentment,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c5ace92-828b-447c-a505-2eae619b1d5f.jpg,Excitement,7,0.7777777777777778
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c9651df-9e7a-4316-b0af-9bcc2d675a84.jpg,Anger,5,0.5555555555555556
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0c9651df-9e7a-4316-b0af-9bcc2d675a84.jpg,Fear,4,0.4444444444444444
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0e0f73ef-461f-4b36-8f8e-8077a1fcc1e6.jpg,Sad,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0f20b7b5-563e-46ab-9002-b2b945b29ba2.png,Amusement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0f20b7b5-563e-46ab-9002-b2b945b29ba2.png,Contentment,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0fb6314f-e094-4092-9f94-3b703aa483de.jpg,Excitement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/0fb6314f-e094-4092-9f94-3b703aa483de.jpg,Sad,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/102b9c64-856c-4b88-92e6-271d35ce4eeb.jpeg,Anger,7,0.7777777777777778
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/102b9c64-856c-4b88-92e6-271d35ce4eeb.jpeg,Sad,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/10859eba-21a6-41c0-bc06-58a9077a1dbf.jpg,Anger,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/10859eba-21a6-41c0-bc06-58a9077a1dbf.jpg,Fear,7,0.7777777777777778
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/10ca7f38-dd7c-4087-b260-f20c02c93a65.jpg,Amusement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/10ca7f38-dd7c-4087-b260-f20c02c93a65.jpg,Awe,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/111b6a86-5580-40b6-927b-60b893ea6b87.jpg,Awe,7,0.7777777777777778
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/111b6a86-5580-40b6-927b-60b893ea6b87.jpg,Contentment,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/111b6a86-5580-40b6-927b-60b893ea6b87.jpg,Excitement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/11620b85-571d-4544-94f8-862ab17efb5e.jpg,Anger,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/11620b85-571d-4544-94f8-862ab17efb5e.jpg,Fear,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1194a26c-f0fb-44b9-89bc-ef1c8504cf8a.jpeg,Amusement,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1194a26c-f0fb-44b9-89bc-ef1c8504cf8a.jpeg,Awe,5,0.5555555555555556
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1194a26c-f0fb-44b9-89bc-ef1c8504cf8a.jpeg,Contentment,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/11e1f243-bb94-418a-ac0d-cea37fc3cc9f.jpg,Awe,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/11e1f243-bb94-418a-ac0d-cea37fc3cc9f.jpg,Contentment,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12041906-d65d-4023-ae55-89d077b2875f.png,Fear,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12041906-d65d-4023-ae55-89d077b2875f.png,Sad,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12453ac7-ac1c-4136-b7ef-03cbc6b97b58.jpg,Awe,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12453ac7-ac1c-4136-b7ef-03cbc6b97b58.jpg,Contentment,4,0.4444444444444444
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12453ac7-ac1c-4136-b7ef-03cbc6b97b58.jpg,Sad,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Amusement,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/12710bb5-f12c-4562-ac2b-bbf5915c7952.jpg,Awe,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1330bb98-ffa1-4c8a-8536-047bd9cb2b2c.jpeg,Amusement,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1330bb98-ffa1-4c8a-8536-047bd9cb2b2c.jpeg,Awe,6,0.6666666666666666
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1330bb98-ffa1-4c8a-8536-047bd9cb2b2c.jpeg,Contentment,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/1349c342-ec27-49aa-9a01-db72998182d5.jpg,Sad,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/13c1f56c-bd9d-4c2c-a2dc-c1260ec8de47.jpg,Amusement,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/13e5a33f-2e0d-4124-b10e-9abf6de80b60.jpg,Fear,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/14688855-1793-48b9-95ff-495ce64c901f.jpg,Awe,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/14688855-1793-48b9-95ff-495ce64c901f.jpg,Contentment,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/147daeb5-84a7-4a5e-b270-f0e238fd384b.jpeg,Sad,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/14971767-cdfd-4180-8513-7188efa7860e.png,Sad,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/14f50642-d4f0-4301-ac55-25920d1ca214.jpeg,Awe,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/14f50642-d4f0-4301-ac55-25920d1ca214.jpeg,Sad,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/154903e0-678b-4a05-b57c-f50f53663c86.jpg,Sad,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/156e1120-00b3-48cd-97ac-85ec0d472089.jpeg,Anger,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158d18c9-b55c-4756-ad3a-a015fa1221f1.jpeg,Disgust,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158d18c9-b55c-4756-ad3a-a015fa1221f1.jpeg,Fear,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158e073b-9a49-4b2f-8958-6807730cc955.jpg,Amusement,5,0.5555555555555556
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158e073b-9a49-4b2f-8958-6807730cc955.jpg,Awe,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158e073b-9a49-4b2f-8958-6807730cc955.jpg,Fear,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/158e073b-9a49-4b2f-8958-6807730cc955.jpg,Sad,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/15971d7a-5599-4f9e-b995-e953bba0fcb2.jpeg,Amusement,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/15971d7a-5599-4f9e-b995-e953bba0fcb2.jpeg,Excitement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16c71e27-011e-424a-aee0-b083c56ff74a.jpeg,Amusement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16c71e27-011e-424a-aee0-b083c56ff74a.jpeg,Awe,6,0.6666666666666666
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16c71e27-011e-424a-aee0-b083c56ff74a.jpeg,Contentment,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Anger,1,0.1
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Awe,2,0.2
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Contentment,1,0.1
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Excitement,3,0.3
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16edc218-8542-412e-bdd8-a7450f397efb.jpeg,Fear,3,0.3
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f55163-47b4-4398-8f6d-c7f0bdb26704.jpg,Fear,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Awe,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Contentment,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Fear,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/16f88056-00aa-4d10-9ac2-d808976702e2.jpg,Sad,4,0.4444444444444444
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/17d3e9e4-4be9-462f-afd2-a352404410b2.jpg,Contentment,9,1.0
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/180320b9-8b62-4b32-8ebb-cd8cee3896f2.jpg,Disgust,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/180320b9-8b62-4b32-8ebb-cd8cee3896f2.jpg,Fear,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/180320b9-8b62-4b32-8ebb-cd8cee3896f2.jpg,Sad,6,0.6666666666666666
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/181aaa59-0a3c-462a-b3a5-a20463227065.jpeg,Amusement,2,0.2222222222222222
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/181aaa59-0a3c-462a-b3a5-a20463227065.jpeg,Contentment,3,0.3333333333333333
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/181aaa59-0a3c-462a-b3a5-a20463227065.jpeg,Excitement,4,0.4444444444444444
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/18433c19-72df-4d89-abc4-ebf823d908ed.jpg,Amusement,1,0.1111111111111111
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/18433c19-72df-4d89-abc4-ebf823d908ed.jpg,Excitement,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/185cbcab-c405-4cea-b405-5bcee2469d36.jpg,Awe,8,0.8888888888888888
/home/pci/dong/emodb/dong/AIGC-image/MJ/sample_images_200/185cbcab-c405-4cea-b405-5bcee2469d36.jpg,Fear,1,0.1111111111111111
